qaid	message
spam.csv_2810	Thinkin about someone is all good. No drugs for that
spam.csv_2811	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
spam.csv_2812	Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..
spam.csv_2813	Alright if you're sure, let me know when you're leaving
spam.csv_2814	Some are lasting as much as 2 hours. You might get lucky.
spam.csv_2815	Genius what's up. How your brother. Pls send his number to my skype.
spam.csv_2816	Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p
spam.csv_2817	Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
spam.csv_2818	Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
spam.csv_2819	INTERFLORA - ï¿½ï¿½It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
spam.csv_2820	Oh god..taken the teeth?is it paining
spam.csv_2821	ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
spam.csv_2822	Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
spam.csv_2823	No need to buy lunch for me.. I eat maggi mee..
spam.csv_2824	Congratulations - Thanks to a good friend U have WON the ï¿½2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate
spam.csv_2825	Ok lor...
spam.csv_2826	Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!
spam.csv_2827	Wife.how she knew the time of murder exactly
spam.csv_2828	Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
spam.csv_2829	Howz that persons story
spam.csv_2830	Thanx 4 sending me home...
spam.csv_2831	Its normally hot mail. Com you see!
spam.csv_2832	You've won tkts to the EURO2004 CUP FINAL or ï¿½800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm
spam.csv_2833	U sick still can go shopping?
spam.csv_2834	Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..
spam.csv_2835	Nice.nice.how is it working?
spam.csv_2836	1's reach home call me.
spam.csv_2837	Were trying to find a Chinese food place around here
spam.csv_2838	Easy mate, * guess the quick drink was bit ambitious.
spam.csv_2839	BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
spam.csv_2840	Ok thanx...
spam.csv_2841	aathi..where are you dear..
spam.csv_2842	Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.
spam.csv_2843	Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
spam.csv_2844	Will be out of class in a few hours. Sorry
spam.csv_2845	Wat time u finish ur lect today?
spam.csv_2846	Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply
spam.csv_2847	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
spam.csv_2848	YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call
spam.csv_2849	She's fine. Good to hear from you. How are you my dear? Happy new year oh.
spam.csv_2850	Are you going to wipro interview today?
spam.csv_2851	how tall are you princess?
spam.csv_2852	I doubt you could handle 5 times per night in any case...
spam.csv_2853	Haha... Hope ï¿½_ can hear the receipt sound... Gd luck!
spam.csv_2854	Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
spam.csv_2855	Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
spam.csv_2856	Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
spam.csv_2857	In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
spam.csv_2858	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
spam.csv_2859	I want to be there so i can kiss you and feel you next to me
spam.csv_2860	I am not at all happy with what you saying or doing
spam.csv_2861	Adult 18 Content Your video will be with you shortly
spam.csv_2862	Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? 
spam.csv_2863	What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
spam.csv_2864	He says hi and to get your ass back to south tampa (preferably at a kegger)
spam.csv_2865	Smith waste da.i wanna gayle.
spam.csv_2866	Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.
spam.csv_2867	Aight, tomorrow around  &lt;#&gt;  it is
spam.csv_2868	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
spam.csv_2869	YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.
spam.csv_2870	I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
spam.csv_2871	See you there! 
spam.csv_2872	I dont understand your message.
spam.csv_2873	Crucify is c not s. You should have told me earlier.
spam.csv_2874	Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.
spam.csv_2875	Fuck cedar key and fuck her (come over anyway tho)
spam.csv_2876	twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
spam.csv_2877	Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX
spam.csv_2878	U still painting ur wall?
spam.csv_2879	Last Chance! Claim ur ï¿½150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ï¿½3.00 Sub. 16
spam.csv_2880	Printer is cool. I mean groovy. Wine is groovying
spam.csv_2881	Hi Harish's rent has been transfred to ur Acnt.
spam.csv_2882	Anything lor is she coming?
spam.csv_2883	Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
spam.csv_2884	ï¿½ï¿½ still attending da talks?
spam.csv_2885	No probs hon! How u doinat the mo?
spam.csv_2886	K I'll take care of it
spam.csv_2887	I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
spam.csv_2888	My battery is low babe
spam.csv_2889	Shuhui has bought ron's present it's a swatch watch...
spam.csv_2890	Yeah there's quite a bit left, I'll swing by tomorrow when I get up
spam.csv_2891	Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
spam.csv_2892	K I'll be sure to get up before noon and see what's what
spam.csv_2893	K...k...yesterday i was in cbe .
spam.csv_2894	Went to ganesh dress shop
spam.csv_2895	pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL
spam.csv_2896	ï¿½ï¿½ collecting ur laptop then going to configure da settings izzit?
spam.csv_2897	If you r @ home then come down within 5 min
spam.csv_2898	Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?
spam.csv_2899	Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
spam.csv_2900	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
spam.csv_2901	Bill, as in: Are there any letters for me. iï¿½Ûªm expecting one from orange that isnï¿½Ûªt a bill but may still say orange on it.
spam.csv_2902	Tell me pa. How is pain de.
spam.csv_2903	HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
spam.csv_2904	Ha. You donï¿½ï¿½ï¿½t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.
spam.csv_2905	"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
spam.csv_2906	ALRITE
spam.csv_2907	Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
spam.csv_2908	URGENT! Your Mobile number has been awarded with a ï¿½2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
spam.csv_2909	How do you guys go to see movies on your side.
spam.csv_2910	Sorry,in meeting I'll call later
spam.csv_2911	You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
spam.csv_2912	Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
spam.csv_2913	Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
spam.csv_2914	Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
spam.csv_2915	What time should I tell my friend to be around?
spam.csv_2916	Yes. that will be fine. Love you. Be safe.
spam.csv_2917	Thanks chikku..:-) gud nyt:-*
spam.csv_2918	Is xy in ur car when u picking me up?
spam.csv_2919	Thanx 4 the time weï¿½ï¿½ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx
spam.csv_2920	Yo, any way we could pick something up tonight?
spam.csv_2921	I've not sent it. He can send me.
spam.csv_2922	Fine am simply sitting.
spam.csv_2923	Thts god's gift for birds as humans hav some natural gift frm god..
spam.csv_2924	Are you coming to day for class.
spam.csv_2925	Im done. Just studyn in library
spam.csv_2926	Ok... U enjoy ur shows...
spam.csv_2927	Anything...
spam.csv_2928	Where wuld I be without my baby? The thought alone mite break me and I donï¿½ï¿½t wanna go crazy but everyboy needs his lady xxxxxxxx
spam.csv_2929	Wat's my dear doing? Sleeping ah?
spam.csv_2930	Hi' Test on  &lt;#&gt; rd ....
spam.csv_2931	Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
spam.csv_2932	Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
spam.csv_2933	Yup n her fren lor. I'm meeting my fren at 730.
spam.csv_2934	Yeah, we got one lined up for us
spam.csv_2935	"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
spam.csv_2936	Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
spam.csv_2937	Hey i've booked the pilates and yoga lesson already... Haha
spam.csv_2938	Are you ok. What happen to behave like this
spam.csv_2939	You have 1 new message. Please call 08712400200.
spam.csv_2940	My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
spam.csv_2941	Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. 
spam.csv_2942	No message..no responce..what happend?
spam.csv_2943	We currently have a message awaiting your collection. To collect your message just call 08718723815.
spam.csv_2944	Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe
